@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-V-R47,48,99,114,137,143,144,148,150,154,188,207,215,216,221,222,261,295,319,333,372,398,456,460,478,565,606,639,732,745,748,770,818,864,889,914,928,947,993,1103,1161,1228,1258,1263,1423,1473,1541,1551,1556,1598,1624,1773,1774,1812,1813,1929,1943,1971,2007,2118,2120,2289,2307,2327,2334,2348,2358,2373,2389,2397,2399,2475,2477,2488,2493,2516,2664,2756,2802,2830,3138,3146,3365,3408,3572,3771,3795,3867,3872,3899,4146,4467,4493,4742,4848,4952,5004,5054,5069,5088,5098,5298,5418,5583,5794,6150,6219,6381,6429,6483,6676,6681,6688,6695,6696,6752,6758,6762,6810,6849,6887,6901,6915,6917,6919,6931,6958,6990'

@attribute mfcc_sma[0]_linregerrA numeric
@attribute mfcc_sma[0]_linregerrQ numeric
@attribute mfcc_sma[1]_quartile2 numeric
@attribute mfcc_sma[1]_nzabsmean numeric
@attribute mfcc_sma[2]_quartile1 numeric
@attribute mfcc_sma[2]_percentile95.0 numeric
@attribute mfcc_sma[2]_percentile98.0 numeric
@attribute mfcc_sma[2]_peakMean numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_nzqmean numeric
@attribute mfcc_sma[3]_peakMeanMeanDist numeric
@attribute mfcc_sma[4]_qregc3 numeric
@attribute mfcc_sma[4]_quartile1 numeric
@attribute mfcc_sma[4]_quartile2 numeric
@attribute mfcc_sma[4]_percentile95.0 numeric
@attribute mfcc_sma[4]_percentile98.0 numeric
@attribute mfcc_sma[5]_percentile98.0 numeric
@attribute mfcc_sma[6]_quartile3 numeric
@attribute mfcc_sma[7]_linregc2 numeric
@attribute mfcc_sma[7]_quartile2 numeric
@attribute mfcc_sma[8]_quartile2 numeric
@attribute mfcc_sma[9]_linregerrA numeric
@attribute mfcc_sma[10]_percentile98.0 numeric
@attribute mfcc_sma[10]_peakMean numeric
@attribute mfcc_sma[11]_qregc1 numeric
@attribute pcm_Mag_melspec_sma[0]_kurtosis numeric
@attribute pcm_Mag_melspec_sma[1]_quartile2 numeric
@attribute pcm_Mag_melspec_sma[2]_centroid numeric
@attribute pcm_Mag_melspec_sma[4]_meanPeakDist numeric
@attribute pcm_Mag_melspec_sma[5]_maxameandist numeric
@attribute pcm_Mag_melspec_sma[5]_linregc2 numeric
@attribute pcm_Mag_melspec_sma[5]_numPeaks numeric
@attribute pcm_Mag_melspec_sma[6]_nzgmean numeric
@attribute pcm_Mag_melspec_sma[8]_linregc1 numeric
@attribute pcm_Mag_melspec_sma[8]_peakMean numeric
@attribute pcm_Mag_melspec_sma[9]_stddev numeric
@attribute pcm_Mag_melspec_sma[9]_peakMean numeric
@attribute pcm_Mag_melspec_sma[10]_qregc2 numeric
@attribute pcm_Mag_melspec_sma[11]_skewness numeric
@attribute pcm_Mag_melspec_sma[14]_qregc2 numeric
@attribute pcm_Mag_melspec_sma[15]_meanPeakDist numeric
@attribute pcm_Mag_melspec_sma[17]_kurtosis numeric
@attribute pcm_Mag_melspec_sma[18]_qregc1 numeric
@attribute pcm_Mag_melspec_sma[18]_centroid numeric
@attribute pcm_Mag_melspec_sma[22]_kurtosis numeric
@attribute pcm_Mag_melspec_sma[23]_meanPeakDist numeric
@attribute pcm_Mag_melspec_sma[25]_quartile1 numeric
@attribute pcm_Mag_melspec_sma[25]_meanPeakDist numeric
@attribute pcm_Mag_melspec_sma[25]_qmean numeric
@attribute pcm_zcr_sma_nzgmean numeric
@attribute voiceProb_sma_iqr1-3 numeric
@attribute pcm_Mag_fband0-650_sma_skewness numeric
@attribute pcm_Mag_fband0-650_sma_kurtosis numeric
@attribute pcm_Mag_fband250-650_sma_skewness numeric
@attribute pcm_Mag_fband250-650_sma_kurtosis numeric
@attribute pcm_Mag_spectralRollOff25.0_sma_skewness numeric
@attribute pcm_Mag_spectralRollOff25.0_sma_peakMeanMeanDist numeric
@attribute pcm_Mag_spectralRollOff50.0_sma_quartile2 numeric
@attribute pcm_Mag_spectralRollOff75.0_sma_skewness numeric
@attribute pcm_Mag_spectralCentroid_sma_qregc3 numeric
@attribute pcm_Mag_spectralCentroid_sma_qregerrQ numeric
@attribute mfcc_sma_de[0]_percentile98.0 numeric
@attribute mfcc_sma_de[1]_linregc1 numeric
@attribute mfcc_sma_de[1]_percentile95.0 numeric
@attribute mfcc_sma_de[1]_amean numeric
@attribute mfcc_sma_de[2]_linregerrA numeric
@attribute mfcc_sma_de[2]_skewness numeric
@attribute mfcc_sma_de[2]_amean numeric
@attribute mfcc_sma_de[3]_qregc1 numeric
@attribute mfcc_sma_de[3]_skewness numeric
@attribute mfcc_sma_de[3]_quartile1 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[5]_quartile1 numeric
@attribute mfcc_sma_de[5]_peakMean numeric
@attribute mfcc_sma_de[5]_nzabsmean numeric
@attribute mfcc_sma_de[6]_quartile1 numeric
@attribute mfcc_sma_de[10]_qregc3 numeric
@attribute mfcc_sma_de[12]_percentile95.0 numeric
@attribute pcm_Mag_melspec_sma_de[0]_amean numeric
@attribute pcm_Mag_melspec_sma_de[1]_quartile3 numeric
@attribute pcm_Mag_melspec_sma_de[9]_skewness numeric
@attribute pcm_Mag_melspec_sma_de[9]_percentile95.0 numeric
@attribute pcm_Mag_melspec_sma_de[15]_qregc2 numeric
@attribute pcm_Mag_melspec_sma_de[16]_centroid numeric
@attribute pcm_Mag_melspec_sma_de[20]_iqr1-2 numeric
@attribute pcm_Mag_melspec_sma_de[25]_percentile98.0 numeric
@attribute pcm_zcr_sma_de_qregc3 numeric
@attribute F0_sma_de_linregc1 numeric
@attribute F0_sma_de_qregc2 numeric
@attribute F0_sma_de_nzgmean numeric
@attribute pcm_Mag_spectralRollOff25.0_sma_de_qregc3 numeric
@attribute pcm_LOGenergy_sma_de_de_quartile2 numeric
@attribute mfcc_sma_de_de[0]_linregerrA numeric
@attribute mfcc_sma_de_de[6]_iqr1-2 numeric
@attribute mfcc_sma_de_de[9]_qregc3 numeric
@attribute mfcc_sma_de_de[11]_nzgmean numeric
@attribute pcm_Mag_melspec_sma_de_de[0]_qregc3 numeric
@attribute pcm_Mag_melspec_sma_de_de[1]_iqr1-2 numeric
@attribute pcm_Mag_melspec_sma_de_de[1]_nzgmean numeric
@attribute pcm_Mag_melspec_sma_de_de[2]_skewness numeric
@attribute pcm_Mag_melspec_sma_de_de[2]_zcr numeric
@attribute pcm_Mag_melspec_sma_de_de[7]_amean numeric
@attribute pcm_Mag_melspec_sma_de_de[10]_nzabsmean numeric
@attribute pcm_Mag_melspec_sma_de_de[15]_linregc1 numeric
@attribute pcm_Mag_melspec_sma_de_de[20]_quartile3 numeric
@attribute F0env_sma_de_de_percentile98.0 numeric
@attribute pcm_Mag_fband0-650_sma_de_de_skewness numeric
@attribute pcm_Mag_spectralRollOff25.0_sma_de_de_iqr2-3 numeric
@attribute pcm_Mag_spectralRollOff50.0_sma_de_de_amean numeric
@attribute pcm_Mag_spectralRollOff90.0_sma_de_de_linregerrQ numeric
@attribute f0SDev numeric
@attribute f0Varx numeric
@attribute f0Ampskewx numeric
@attribute LHmeanx numeric
@attribute LHRate numeric
@attribute LHdeltakurtx numeric
@attribute LH2deltameanx numeric
@attribute LH2deltakurtx numeric
@attribute StepU2qmeanx numeric
@attribute StepAdeltarmsx numeric
@attribute f0AmpDelta2Rangex numeric
@attribute LHDelta2skewx numeric
@attribute LH3Delta2Maxx numeric
@attribute LH3Delta2Rangex numeric
@attribute LH3Delta2rmsx numeric
@attribute StepUDelta2skewx numeric
@attribute StepU2Delta2meanx numeric
@attribute emotion {A,N,H,S,B,D,F}

@data
2.664958,11.81267,-15.21404,14.89495,-2.120421,15.80734,17.54703,9.824249,3.289483,56.98723,8.274797,-5.165214,-14.23394,-8.471186,0.337776,3.077809,22.33197,-10.8685,10.03232,10.522,-12.74395,5.469595,4.905045,-1.085538,0.00004,5.251213,14152.79,0.520057,28.95455,142933.1,40606.39,27,33346.39,-18.3405,117786.4,65234,204157.1,220.1979,1.301325,360.8369,25.6,3.703451,-0.270791,0.468611,20.38038,60.33333,21144.74,31.84211,4530098000,0.101628,0.172725,1.688576,6.75951,1.960044,7.932013,1.289415,409.0966,791.6667,0.231764,1821.318,103069400,1.845879,-0.000006,1.791565,-0.002808,0.958712,-0.094319,0.008937,-0.000001,-0.183402,-0.806424,0.528658,-0.989609,1.909244,1.239208,-1.002642,-0.086945,1.519804,5.024984,857.6889,0.760362,26785.27,-3.530457,-1.637739,3542.901,18738.62,-0.000296,-0.000659,-0.004581,16.6455,-0.666285,-0.003544,0.214838,0.412973,0.005016,0.281979,0.358621,385.6739,350.5645,-0.965632,0.191843,-1.264708,4773.33,-0.050162,1756.485,0.906381,-1.301285,18.30729,0.191654,3264.432,26.32,692.51,1.31,26.89,5.32,41.46,-836.26,6.87,0.85,1.68,125.41,3.32,14675.51,36730.57,54.7,5.48,-31.03,H
2.910769,16.39137,-11.4068,14.04257,0,17.14628,17.88167,13.66045,4.494013,91.94477,5.795452,-10.7343,-13.22115,-6.205894,0.704605,2.689026,20.25202,0,4.292576,1.802632,-9.113109,4.107853,3.47318,-1.824753,-0.000014,18.03955,10035.13,0.484675,42.35294,210461.5,16633.87,11,17207.98,24.58144,115190,68771.59,224598.8,11.61688,2.206467,-615.4111,33.95238,2.60735,0.240897,0.55354,43.23947,78.66666,0,38.88889,2838293000,0.188736,0.4528,2.531866,12.58889,2.541538,12.17531,1.522855,900.6023,729.1667,0.499056,1790.486,682177200,2.796819,-0.000034,1.912828,0.010339,0.631228,-0.129433,0.019135,0.000001,0.07491,-0.413472,0.169719,-0.670516,1.737587,1.309102,-0.675912,-0.031752,1.236961,0.482734,474.2993,1.144065,16341.49,1.402198,84.07222,1701.661,21322.76,0.00395,-0.000555,0.002893,21.31714,-6.997757,0,0.234099,0.280659,0.012645,0.283168,-1.564949,115.286,296.77,-1.229508,0.388594,-2.070949,3509.476,-0.019248,965.6726,1.664939,-1.46415,17.73438,-0.007875,5715.641,32.7,1069.07,0.71,34.36,8.32,20.99,-1936.01,23.45,0.59,1.52,137.21,2.98,11603.22,28306.09,39.87,4.17,-23.48,H
4.127859,30.22512,-9.692652,12.73232,-4.349868,14.07298,17.21805,6.826779,0.298615,61.72758,6.73849,-3.228222,-9.805655,-3.515951,4.398889,7.902972,20.86545,-3.249116,4.275441,2.862154,-10.76789,4.439579,5.441434,1.334205,0.000013,26.9498,4927.58,0.508579,29.23529,137491.9,16824.79,16,18127.24,-0.172689,136399.6,57996.05,153440.7,-246.9482,1.613192,-532.0337,48.2,5.696107,0.584985,0.424337,15.52473,60.625,8688.371,31.1875,3148261000,0.164238,0.254923,1.469992,4.469445,1.539077,4.740074,1.630856,762.3858,750,1.360107,1953.28,675653000,2.953239,-0.000067,1.762575,-0.003111,0.786618,0.349375,-0.008422,-0.000002,-0.353729,-0.625346,0.097648,-0.841914,1.777958,1.297394,-0.897757,-0.089742,2.30086,0.619063,454.3085,0.336761,20851.9,1.704354,-7.209098,3885.692,20520.62,0.003915,-0.002293,-0.004321,11.38425,3.231274,0,0.258111,0.38058,0.011662,0.236458,0.552215,112.2541,268.9612,-1.346198,0.31685,-1.953014,4950.436,-0.030904,1724.317,2.25316,-1.043808,16.35417,0.069826,5879.726,52.41,2746.75,1.32,46.32,4.73,15.49,-2053.79,8.16,0.65,1.41,146.17,2.89,22664.86,60693.4,72.59,4.52,-27.88,H
5.888854,61.80453,-13.84473,14.15133,4.554469,24.45276,27.24692,17.98852,10.94862,183.9019,6.036633,5.60794,-5.580648,1.318008,17.62868,20.53734,0.775174,10.74086,-20.18871,-15.48335,1.748472,6.615682,6.897913,-2.624564,0.000007,8.819688,4147.419,0.451567,29.1,171588,63595.22,25,14022.63,48.42416,103125,48194.99,112713.9,-157.847,1.734621,141.0338,28.45,3.661611,-0.815663,0.474215,6.401807,41.18182,1118.493,18.67742,18695990,0.140818,0.331906,1.562155,4.86088,1.651869,5.139661,0.872608,1007.55,1583.333,0.598512,3216.446,530133600,4.132796,0.000115,3.006478,0.034626,1.193915,-0.269996,-0.01545,0.000001,-0.204403,-1.180949,-0.25165,-1.348043,2.236713,1.72333,-1.416176,-0.011439,3.499471,-0.349201,502.5923,0.554755,20025.85,-7.246072,8.744006,45249.19,1817.259,0.000327,-0.003852,-0.003275,11.89655,13.00573,-0.035764,0.554744,0.580632,-0.028758,0.357215,-1.54572,194.7669,186.2568,-0.63081,0.181672,0.105217,4349.939,0.003273,23719.45,2.622833,-0.771619,44.27083,0.547796,11009.51,36.12,1304.78,0.5,37.13,1.88,15.6,-2441.56,4.53,0.44,1.6,113.23,2.75,46662.77,106125.46,193.96,3.45,-33.85,N
4.905061,36.89392,-3.363244,7.224518,-4.215613,13.35968,16.31463,7.365504,1.573297,55.27087,10.8376,-2.529088,-12.23696,-6.308247,9.31841,11.05496,1.365753,1.351289,-6.352484,-8.870284,-4.782191,5.491934,2.57495,-2.861138,-0.0001,6.844503,2720.969,0.518567,22.83333,91144.77,24660.34,21,10270.9,-9.107889,55815.17,26308.9,64018.75,113.0645,1.988466,234.8907,24.14286,5.226209,-1.417928,0.500034,6.408015,38.75,14003.17,77,113097600000,0.120019,0.289635,0.847624,2.6829,0.961427,3.037378,1.852485,1653.503,1520.833,1.528953,2927.093,748102400,2.593022,0.000306,3.100912,0.033945,1.115397,0.065375,0.010102,-0.000002,-0.204137,-1.690462,-0.300447,-1.204278,2.420831,1.727489,-1.006405,0.023904,3.002786,-1.327857,357.3874,0.152628,11831.07,7.148704,13.22892,22294.68,156745.2,0.003154,-0.000887,-0.018287,9.815082,28.73206,-0.040116,0.47175,0.373052,0.009703,0.300314,9.899647,155.9099,131.8612,-0.35884,0.173594,-18.26276,2122.437,0.006873,9411.178,1.85931,-0.526509,61.35418,-0.26411,22885.5,37.76,1426.19,0.95,33.16,3.88,18.18,-816.33,3.83,0.12,0.87,143.85,2.56,28254.84,68611.66,87.1,5.05,-11.58,N
4.948536,45.09031,-3.071486,6.810761,-3.762525,12.77982,14.97049,7.866013,1.255914,41.95322,6.824208,-3.714117,-11.70885,-5.410851,7.221791,9.26025,8.549853,-1.660079,-8.253555,-3.292417,-4.009036,5.244597,4.304289,-1.436996,0.000017,5.394913,10858.77,0.452082,26.57143,93394.41,15791.54,23,12990.55,-21.61167,50365.57,29078.21,65569.22,-71.29229,1.8208,318.0975,24.68182,4.550004,-0.134092,0.467487,6.192683,94.33334,13041.09,81.14286,138864100000,0.096516,0.345852,2.027908,7.727312,2.547279,10.8516,2.29006,1500.801,979.1667,1.814077,3032.909,1351975000,3.294771,0.000045,3.178223,0.00102,1.065386,0.05476,-0.005545,0,-0.260449,-1.331206,-0.083727,-1.260681,2.006265,1.559403,-1.031157,0.067917,3.474263,1.864192,839.2698,0.352687,12124.88,-2.466872,1.5243,12798.21,231889.7,0.001662,-0.003858,-0.007854,9.625846,14.53511,-0.03333,0.451669,0.442177,-0.046652,0.347342,-2.099319,307.0938,227.4029,-0.98138,0.182906,-1.528365,2200.558,0.986783,6635.383,1.205344,-1.417633,50.41667,-1.660434,18192.88,23.86,569.36,0.87,63.21,5.6,11.18,-1937.47,4.87,0.15,0.95,157.31,2.42,23350.57,37442.31,49.33,4.97,-14.07,N
5.112051,50.8808,-14.59523,15.26117,4.777261,24.71574,26.23198,20.62602,11.14916,204.8554,10.9852,1.429232,-7.073668,0.20539,22.31701,24.59777,7.082433,11.16398,-15.45219,-13.49534,1.113495,6.49801,6.099386,-1.348117,0.000066,3.941489,2740.957,0.518612,25.29412,175473.5,12472.53,17,6574.91,-64.7247,152035.2,42114.61,106640.1,203.5324,2.100473,-1174.55,27.375,3.166637,0.833581,0.553966,43.30794,62.66667,514.4816,27.6,13798610,0.18305,0.325078,2.155519,7.225029,2.264086,7.854272,0.803972,1226.577,1619.792,0.631389,2785.762,493621900,4.295557,-0.000266,3.284225,-0.025112,1.199493,0.823479,0.030403,-0.000012,-0.783554,-1.329053,-0.629112,-1.489754,2.901515,2.165855,-1.127233,-0.194213,6.431057,-0.278439,448.4703,0.497218,16520.18,-78.36452,0.47579,28038.38,1638.592,0.002419,0.001194,-0.040207,16.54314,31.33809,-0.035823,0.506814,0.495269,-0.027892,0.35923,-5.929694,162.3696,167.8938,-1.352649,0.161435,-16.82955,3641.735,-2.405184,15155.1,2.664403,-1.170449,52.42188,-0.74972,11372.08,41.41,1714.92,0.92,14.22,1.43,18.07,-2542.16,2.29,0.61,1.92,122.61,2.94,32564.76,87620.72,220.09,2.97,-40.21,N
4.360261,28.92322,-3.491519,6.603683,-3.661722,13.49908,14.74968,7.77595,1.300759,55.51493,7.526567,-0.873281,-11.74044,-4.955496,4.272583,7.901532,6.015311,0,-5.202832,-3.498296,-3.455337,5.420119,3.289839,-3.070741,-0.00003,5.634359,5021.372,0.491512,27,107356.4,26835.7,28,12517.06,-12.53406,61369.83,22413.3,62469.5,-258.0612,2.62743,10.5893,32.05263,3.365265,-0.056068,0.457032,4.576939,131.5,7816.865,155,36792610000,0.120998,0.36114,1.313056,4.272464,1.575071,5.123631,2.905948,1615.182,697.9167,1.82076,2592.627,868249900,2.84098,-0.000209,2.558331,0.012102,0.945164,0.090205,0.002667,0,-0.560838,-1.036852,-0.102369,-1.121825,2.172177,1.452236,-0.862403,0.033806,4.131674,0.005305,560.7888,0.382201,9419.988,2.406658,1.597713,10041.94,39595.87,0.002047,-0.001309,-0.016955,12.93514,-0.592772,-0.038115,0.388305,0.424409,0.029211,0.307848,-0.45015,272.2992,199.3804,-0.851573,0.187801,-7.878,1543.665,-0.144008,3854.329,2.391063,-0.827091,28.64583,-0.025247,16003.48,30.35,920.85,0.55,61.08,6.09,8.39,-1511.44,4.17,0.14,0.85,106.34,2.35,27622.76,56328.85,60.06,3.75,-13.17,N
4.273043,32.36435,-4.453962,7.536606,-3.373166,13.60834,15.64191,7.998501,2.126893,54.50668,8.805509,-5.111598,-12.25354,-6.289039,6.486163,9.267423,2.936059,1.331378,-9.519382,-6.620839,-2.544468,4.522592,6.03109,-0.96804,0.000008,4.868502,3982.962,0.523976,28.33333,104143,25625.55,20,13657.07,5.023191,40898.88,24940.3,59714.88,16.1656,1.944788,519.702,30.47059,2.685579,0.06212,0.420698,12.57898,43.66667,12752.02,32.83333,56884750000,0.111104,0.363833,1.441401,4.961496,1.568055,5.405509,1.736179,1703.849,1510.417,1.399799,2193.808,1237947000,2.749253,0.000157,3.175165,-0.012317,1.053048,0.22608,-0.02008,0,-0.339564,-1.070009,-0.324531,-1.080748,2.209096,1.542703,-1.098062,0.022328,2.846762,0.658084,439.1193,0.630005,9064.671,-8.831807,-3.884674,11595.56,156661.2,0.002044,-0.006018,-0.018472,7.23921,19.69828,-0.016904,0.384112,0.49447,-0.008927,0.265032,2.88965,155.8307,134.2798,-0.624702,0.206406,-25.55043,1867.548,0.239781,5530.353,1.411715,-0.421962,53.2552,-0.660773,27283.76,43.57,1898.31,0.98,78.53,4.3,9.63,-555.31,5.61,0.2,0.77,147.51,2.47,27159.48,57024.74,55.9,4.13,-12.67,N
6.725297,73.85719,-6.931698,10.21572,-0.710906,24.67185,29.13183,13.74313,6.009116,140.1077,10.31653,6.553978,-5.506655,1.862475,19.45016,22.46888,21.43196,12.95116,-16.12191,-14.55546,1.892194,8.535565,14.97695,3.326339,-0.000018,4.63045,4559.532,0.475596,21.44444,135139.4,42839.09,23,10313.42,-68.01611,98958.85,40068.21,95853.24,121.987,2.230052,161.587,30.69231,6.987444,-0.597764,0.523999,8.967653,69.5,589.2201,26.1875,7791204,0.096424,0.295147,1.805979,6.069211,2.006821,6.89491,1.526774,1186.53,916.6667,1.237131,1713.997,572534400,4.206647,0.000252,3.673473,-0.031526,1.343957,-0.278538,0.011157,-0.000003,-0.371618,-1.665926,-0.423427,-1.670836,2.968215,2.184827,-1.449072,-0.520732,4.781544,-1.35535,851.389,-0.336096,19348.61,-7.855429,-15.96481,19742.46,1413.578,0.000743,-0.007412,-0.025681,8.650109,10.7841,-0.027422,0.589791,0.660561,0.055285,0.378035,-0.462246,299.9303,252.7532,-0.328687,0.172646,-1.0958,3716.613,-0.11918,11681.36,2.054757,-1.199084,44.1927,-0.508922,18012.76,27.17,738.38,1.26,45.7,3.24,11.5,-2838.78,2.27,0.16,1.76,133.51,2.5,29969.88,85899.95,147.34,3.51,-22.93,N
4.649675,36.98497,-1.322923,6.122337,-6.023724,12.30863,15.34362,6.054093,-1.039424,53.54626,8.323344,3.07752,-8.104936,-1.718691,11.41299,14.64735,8.919408,1.719031,-8.416675,-7.239176,-1.312762,6.546472,4.320468,-2.513807,0.000019,4.17939,8763.76,0.469261,27.40909,110023.7,25521.15,24,10676.46,-9.783138,61276.82,25597.2,60840.09,-17.53205,1.851519,-13.40164,33.375,3.187502,-0.358496,0.479619,6.974814,59.8,9561.827,106.8,41977720000,0.081625,0.319295,1.74091,6.017937,2.022374,7.353363,2.470372,1863.902,843.75,1.724386,2532.694,1246532000,3.184537,0.000028,2.809566,-0.001321,1.187537,0.1968,-0.004625,-0.000001,-0.375864,-1.158245,-0.322043,-1.127629,2.140705,1.612198,-1.205544,-0.174435,3.04717,-0.191142,675.9413,0.264622,11133.35,1.171173,-96.85763,12157.27,109203.2,0.001342,-0.003412,-0.010087,10.89882,11.80302,-0.023615,0.453801,0.559385,0.002495,0.305349,-2.032619,272.4913,194.0313,-1.22513,0.195783,-0.591144,2692.19,-0.004757,5153.859,2.404906,-0.919469,32.42188,-0.335248,20730.9,36.86,1358.36,0.65,68.67,5.78,11.28,-1536.19,7.42,0.19,1.07,121.71,2.85,16509.63,39793.8,45.1,5.06,-15.9,N
9.045714,114.8018,-4.478128,8.931446,4.929854,31.28304,33.80758,24.69083,14.22407,331.5115,9.915792,-0.904465,-7.835067,1.347272,16.9578,20.35507,6.987801,11.17166,-11.4245,-15.17296,5.942623,6.421882,12.03048,6.12644,-0.000007,140.1064,8786.871,0.398862,26.10714,145135.5,36689.21,26,3183.067,-11.65252,112490.5,45157.48,129915.3,92.33321,3.512472,-25.85336,39.82353,10.22895,0.009679,0.40737,16.99665,42.93333,585.7158,41.86666,16081190,0.15377,0.262348,1.835304,6.203625,2.007816,6.842535,0.934866,1567.754,1645.833,0.544007,2598.393,1610346000,5.284062,0.00017,3.401707,0.003975,1.661585,0.323425,-0.004399,-0.000001,-0.339655,-1.309306,0.244858,-1.672823,2.868198,1.977351,-1.361583,-0.086419,3.13877,0.3108,563.9579,0.579837,12759.38,-4.81766,-15.6654,9748.673,2155.257,-0.003527,-0.00115,-0.005027,15.31455,16.84684,-0.0173,0.585315,0.549508,0.041219,0.348311,-2.799513,378.3198,185.2448,-0.790798,0.153846,-0.501249,1822.709,0.014372,6420.15,2.096216,-1.474567,61.45832,0.41884,22529.94,36.49,1331.77,1.91,68.48,6.74,5.97,-2452.1,1.82,0.07,1.47,169.68,2.26,20398.34,59194.66,75.9,3.39,-13.54,N
7.372794,95.20384,-12.16233,14.07593,7.695361,35.54409,38.03458,25.41201,16.53775,397.9902,10.15658,1.80176,-7.431035,0.575316,18.94809,22.86487,7.440739,6.051308,-16.61424,-13.41939,-5.861723,8.247848,13.01234,3.704399,0.000024,20.9154,7093.287,0.422055,29.24,153367.5,37292.82,29,9374.758,-1.751758,91018.42,45013.17,107997.1,115.7727,2.55856,-206.1673,24.16667,7.538972,-0.623127,0.468335,12.95266,53.58333,1133.866,36.63158,19037630,0.146585,0.340826,1.663976,5.929826,1.775369,6.250573,1.033925,1282.861,1729.167,0.728011,2650.651,822884400,4.974874,0.000101,3.879094,0.031953,1.753631,0.136671,0.015555,0,0.158325,-1.339939,-0.095825,-1.590362,2.451349,1.999412,-1.579587,-0.070775,2.253505,1.07002,541.3711,0.149595,14686.23,-4.961029,74.7131,26622.97,2076.441,-0.00008,-0.001397,-0.007592,8.94006,4.472513,-0.014779,0.565484,0.628281,-0.008227,0.40176,-5.224535,250.7604,194.2919,-0.291341,0.174312,1.143274,2755.332,-0.224606,13632.28,1.998217,-1.194818,64.42708,1.430346,12071.09,33.97,1153.88,0.58,36.28,4.19,15.19,-631.36,2.66,0.12,1.32,81.85,3.15,19261.08,53855.3,81.65,3.57,-12.99,N
6.799833,75.85474,-15.17503,15.53402,5.990256,27.1136,30.87469,21.79881,13.11813,256.4705,9.061911,6.067716,-2.177703,4.215321,21.61786,25.38929,13.08382,4.855285,-8.676283,-11.74529,-4.577672,7.767913,12.02121,4.947084,0.00002,15.58627,5552.734,0.496434,27.8,123485.9,21736.37,28,9497.783,-3.575649,91920.98,54804.8,133711.5,-87.13403,2.453505,-1017.172,22.72,4.853196,-1.046551,0.461767,25.85811,52.44444,1285.249,25.55,20174750,0.202958,0.32473,1.580195,5.160536,1.659843,5.409641,0.690986,1210.056,2020.833,0.409921,3261.629,693445200,5.422638,0.000149,3.895495,0.014545,1.483299,-0.118904,0.025154,-0.000001,0.129453,-1.456055,-0.251333,-1.438009,2.347023,1.819363,-1.42291,-0.086392,4.067025,2.585665,568.8855,0.966481,22364.6,5.625914,0.420962,34308.66,2211.621,-0.002102,-0.001159,-0.012633,11.87088,-2.120696,-0.032256,0.645348,0.584802,-0.036507,0.388509,1.430254,266.2012,186.3866,-0.623852,0.193437,-36.38875,4205.755,-0.970345,18424.02,2.604424,-1.142023,70.93749,0.072143,17069.37,38.21,1460.08,0.79,19.44,2.14,20.72,-1770.1,0.4,0.39,2.06,76.62,3.67,27527.67,79200.84,123.36,3.8,-22.52,N
8.637445,111.2367,-12.93998,13.85607,8.474872,30.92788,39.53883,29.16287,15.202,334.746,10.62235,0.521889,-0.554422,4.464618,17.75497,19.70864,1.701685,7.396143,-11.60502,-13.33019,-1.485397,8.159736,10.68714,5.524258,0.000054,8.734147,5887.732,0.445322,27.22727,137066.5,35583.39,26,5789.542,6.953159,70892.72,40339.43,101808.9,171.1367,2.967699,-36.86524,25.95652,4.115438,-0.914783,0.519044,10.39489,35.5625,1118.984,28.72727,20128530,0.183311,0.304617,1.9254,6.698439,2.029342,7.101356,0.72152,1414.964,2015.625,0.432416,2751.305,819107700,6.279059,0.00025,3.86417,0.009017,1.402325,0.027667,-0.014861,0.000001,0.10361,-1.629322,-0.028867,-1.381954,2.353931,1.728473,-1.368954,-0.149221,2.980396,-1.547386,608.3539,0.081973,13018.15,-14.88669,38.39582,38158.42,2038.865,0.003663,-0.002019,-0.003382,15.11329,23.82846,-0.019083,0.715164,0.600655,0.017904,0.394298,-0.080207,313.8134,203.5164,-0.420874,0.161491,-1.35963,3219.14,0.293863,21426.21,2.126933,-1.100876,70.46875,-0.555448,18083.26,36.44,1327.51,0.77,32.24,2.89,18.6,-2516.87,1.08,0.28,1.27,104.79,3.38,27877.98,83811.52,108.19,3.55,-20.98,N
