@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-V-R12,26,31,32,48,58,63,69,77,78,82,84,85,90,91,92,122,128,129,130,134,150,166,169,173,177,185,205,217,224,229,234,236,268,278,280,282,287,307,342,365,367,371,392,396,397,405,407,411,414,415,420,435,455,459,465,467,473,474,478,481,490,491,519,525,526,541,557,559,561,565,571,576,579,584,601,607,620,636,641,643,652,656,658,673,759,768,770,771,804,813,837,866,912,960,977,983,996,1000,1007,1014,1015,1030,1035,1051,1057,1061,1071,1087,1100,1109,1118,1119,1122,1127,1157,1167,1168,1194,1196,1206,1220,1224,1226,1234,1236,1238,1239,1247,1248,1250,1260,1264,1270,1277,1309'

@attribute pcm_intensity_sma_skewness numeric
@attribute pcm_loudness_sma_linregc1 numeric
@attribute pcm_loudness_sma_skewness numeric
@attribute pcm_loudness_sma_kurtosis numeric
@attribute mfcc_sma[1]_linregerrQ numeric
@attribute mfcc_sma[2]_max numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_skewness numeric
@attribute mfcc_sma[3]_max numeric
@attribute mfcc_sma[3]_min numeric
@attribute mfcc_sma[3]_amean numeric
@attribute mfcc_sma[3]_linregc2 numeric
@attribute mfcc_sma[3]_linregerrA numeric
@attribute mfcc_sma[3]_quartile1 numeric
@attribute mfcc_sma[3]_quartile2 numeric
@attribute mfcc_sma[3]_quartile3 numeric
@attribute mfcc_sma[5]_linregc2 numeric
@attribute mfcc_sma[5]_quartile1 numeric
@attribute mfcc_sma[5]_quartile2 numeric
@attribute mfcc_sma[5]_quartile3 numeric
@attribute mfcc_sma[6]_max numeric
@attribute mfcc_sma[6]_iqr1-2 numeric
@attribute mfcc_sma[7]_quartile1 numeric
@attribute mfcc_sma[7]_iqr1-2 numeric
@attribute mfcc_sma[8]_min numeric
@attribute mfcc_sma[8]_amean numeric
@attribute mfcc_sma[8]_quartile1 numeric
@attribute mfcc_sma[9]_quartile2 numeric
@attribute mfcc_sma[10]_linregc2 numeric
@attribute mfcc_sma[10]_quartile2 numeric
@attribute mfcc_sma[11]_max numeric
@attribute mfcc_sma[11]_amean numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute lspFreq_sma[0]_min numeric
@attribute lspFreq_sma[0]_skewness numeric
@attribute lspFreq_sma[0]_quartile1 numeric
@attribute lspFreq_sma[0]_quartile3 numeric
@attribute lspFreq_sma[1]_min numeric
@attribute lspFreq_sma[2]_range numeric
@attribute lspFreq_sma[3]_iqr1-3 numeric
@attribute lspFreq_sma[5]_maxPos numeric
@attribute lspFreq_sma[5]_amean numeric
@attribute lspFreq_sma[5]_linregerrQ numeric
@attribute lspFreq_sma[6]_skewness numeric
@attribute lspFreq_sma[6]_quartile3 numeric
@attribute lspFreq_sma[6]_iqr1-2 numeric
@attribute lspFreq_sma[7]_amean numeric
@attribute lspFreq_sma[7]_linregc2 numeric
@attribute lspFreq_sma[7]_skewness numeric
@attribute lspFreq_sma[7]_quartile2 numeric
@attribute lspFreq_sma[7]_quartile3 numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_iqr1-2 numeric
@attribute voiceProb_sma_iqr2-3 numeric
@attribute F0_sma_range numeric
@attribute F0_sma_linregerrA numeric
@attribute F0_sma_stddev numeric
@attribute F0_sma_iqr1-2 numeric
@attribute F0_sma_iqr2-3 numeric
@attribute F0env_sma_range numeric
@attribute F0env_sma_amean numeric
@attribute F0env_sma_quartile2 numeric
@attribute F0env_sma_quartile3 numeric
@attribute pcm_loudness_sma_de_amean numeric
@attribute pcm_loudness_sma_de_skewness numeric
@attribute pcm_loudness_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_linregerrA numeric
@attribute mfcc_sma_de[2]_amean numeric
@attribute mfcc_sma_de[2]_linregc2 numeric
@attribute mfcc_sma_de[2]_linregerrQ numeric
@attribute mfcc_sma_de[2]_quartile1 numeric
@attribute mfcc_sma_de[3]_max numeric
@attribute mfcc_sma_de[3]_amean numeric
@attribute mfcc_sma_de[3]_linregerrA numeric
@attribute mfcc_sma_de[3]_quartile1 numeric
@attribute mfcc_sma_de[4]_skewness numeric
@attribute mfcc_sma_de[4]_iqr2-3 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_linregerrA numeric
@attribute mfcc_sma_de[6]_quartile1 numeric
@attribute mfcc_sma_de[6]_quartile3 numeric
@attribute mfcc_sma_de[7]_amean numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[7]_skewness numeric
@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[12]_iqr2-3 numeric
@attribute lspFreq_sma_de[0]_linregc2 numeric
@attribute lspFreq_sma_de[0]_linregerrQ numeric
@attribute lspFreq_sma_de[0]_stddev numeric
@attribute lspFreq_sma_de[2]_amean numeric
@attribute lspFreq_sma_de[2]_quartile2 numeric
@attribute lspFreq_sma_de[4]_max numeric
@attribute lspFreq_sma_de[5]_stddev numeric
@attribute lspFreq_sma_de[7]_iqr1-3 numeric
@attribute F0_sma_de_linregerrQ numeric
@attribute F0env_sma_de_linregc2 numeric
@attribute F0env_sma_de_quartile1 numeric
@attribute f0skewx numeric
@attribute f0Varx numeric
@attribute f0Ampskewx numeric
@attribute LHmeanx numeric
@attribute LHRate numeric
@attribute LH2skewx numeric
@attribute LH3Minx numeric
@attribute f0deltaskewx numeric
@attribute f0AmpDeltameanx numeric
@attribute f0AmpDeltakurtx numeric
@attribute LHdeltakurtx numeric
@attribute LH3deltameanx numeric
@attribute StepUskewx numeric
@attribute StepOqmeanx numeric
@attribute StepArmsx numeric
@attribute StepAqmeanx numeric
@attribute StepAVarx numeric
@attribute StepU2meanx numeric
@attribute StepOdeltameanx numeric
@attribute StepAdeltameanx numeric
@attribute StepAdeltarmsx numeric
@attribute f0Delta2Maxx numeric
@attribute f0Delta2Rangex numeric
@attribute f0AmpDelta2Rangex numeric
@attribute LHDelta2skewx numeric
@attribute LH2Delta2Maxx numeric
@attribute LH2Delta2Rangex numeric
@attribute LH3Delta2Maxx numeric
@attribute LH3Delta2Rangex numeric
@attribute LH3Delta2rmsx numeric
@attribute LH3Delta2qmeanx numeric
@attribute StepUDelta2meanx numeric
@attribute StepUDelta2rmsx numeric
@attribute StepUDelta2skewx numeric
@attribute StepODelta2skewx numeric
@attribute StepADelta2Maxx numeric
@attribute StepADelta2skewx numeric
@attribute StepU2Delta2meanx numeric
@attribute emotion {A,N,H,S,B,D,F}

@data
2.656263,0.000023,0.203709,2.435387,132.61,8.029204,-20.1644,0.296716,23.6741,-47.42974,-12.13448,-8.77561,10.88379,-22.68819,-12.32632,0,-12.14935,-30.27098,-14.60992,-1.119448,15.88336,11.29431,-15.71535,9.96974,-58.74362,-12.78572,-22.71412,-6.046913,-5.194205,-6.890198,16.35552,-8.054405,-5.919912,0.193488,1.324418,0.327176,0.458028,0.346909,0.783472,0.22205,653,1.999967,0.006233,-1.321084,2.415229,0.055483,2.705154,2.69453,-0.231793,2.703418,2.748028,0.024167,0.045833,0.131519,358.3206,115.0125,126.1579,205.1957,65.28941,341.7862,259.9419,263.6042,311.1031,-0.000079,0.286451,3.858001,1.270572,0.007314,0.007988,4.276303,-0.906894,8.108459,0.010844,1.590054,-1.210539,-0.186081,1.26584,-0.164574,2.190009,-1.652175,1.576754,0.028017,7.660368,0.091304,0.049785,1.159251,-0.000779,0.000615,0.024808,-0.000059,0,0.123288,0.015705,0.012788,604.5635,1.332502,-0.842293,0.04,2218.69,2.54,34.45,5.28,1.1,37,2.43,-0.15,4.89,17.1,-190.91,0.03,1.42,6.62,0.86,23315.15,97.61,-1.64,-2.48,1.32,18.91,48.05,79.68,2.78,44573.27,97326.8,20130.58,49405.56,52.08,9.82,-33.11,1.35,4.64,2.47,28.14,2.89,-19.84,H
3.62292,-0.000246,0.289934,2.832016,168.4865,22.21488,-17.06474,0.204408,40.10916,-36.03617,-4.36056,-7.299264,12.58212,-16.50803,-3.876482,3.07047,-20.23797,-45.22631,-26.852,-1.332807,13.95097,8.645725,-19.70909,10.50676,-50.56905,-13.39404,-25.61008,-4.436016,-8.131256,-8.437122,24.93608,-13.03859,-9.601793,0.196457,1.277573,0.310571,0.422415,0.276303,0.808379,0.263159,434,1.945299,0.023304,-0.885297,2.445426,0.155069,2.704963,2.734596,-0.659592,2.7105,2.761806,0.04,0.030833,0.10176,355.4635,91.09817,110.0396,161.9782,18.23801,321.2195,246.528,249.0046,260.3369,0.000811,0.343346,3.813884,1.725069,-0.008401,-0.010409,11.02449,-2.081369,10.3302,-0.041838,2.107861,-1.79677,-0.494917,1.952432,0.523741,2.329192,-1.780306,1.816851,0.001909,9.143595,-0.143839,0.017705,1.478544,0.001137,0.000896,0.029939,-0.000079,-0.000019,0.115492,0.027669,0.021013,550.5772,2.04671,-1.223399,-0.86,692.77,0.35,31.46,4.09,1.81,10,2.52,-0.53,3.58,18.98,-85.6,-0.58,1.49,6.37,0.6,23265.38,76.95,-1,-0.98,1.38,21.7,53.32,48.48,3.31,51878.13,117476.31,18592.88,50714.47,56.8,1,-28.17,1.02,5.02,2.68,41.13,2.3,-15.26,H
3.410369,-0.000125,0.550264,2.855889,103.1518,24.84868,-1.424453,-0.804163,54.48236,-35.78944,5.631805,1.49833,12.00671,-2.923726,2.045123,15.13527,-13.03788,-22.25087,-14.16661,-4.31734,33.68731,10.52862,-13.297,9.44153,-38.09429,-6.993203,-13.92494,-3.599563,-8.156218,-6.414238,36.18152,-0.013589,-2.112716,0.120024,1.262463,0.194047,0.349084,0.273375,0.745741,0.214609,435,1.960521,0.01673,-0.471008,2.436744,0.102225,2.675082,2.682736,-0.721232,2.68591,2.748405,0.02,0.025833,0.190699,465.1186,104.6366,115.9497,155.3223,62.1171,457.6147,258.192,246.1407,306.6335,0.0001,0.157575,4.325653,1.374986,-0.003085,-0.014701,4.156045,-0.839822,10.08659,-0.004832,1.77475,-1.253125,-0.225355,1.331716,0.095384,2.288461,-1.659445,1.676856,0.005432,6.763463,0.078605,0.00907,1.387989,0.000029,0.000424,0.020593,0.000021,0,0.126188,0.024683,0.020645,742.141,0.997953,-1.103873,0.39,964.93,0.72,140.31,19.76,1.84,1,3.01,-0.51,3.84,5.86,-19.17,-0.57,0.73,4.08,0.17,11912.72,32.22,-1.21,-0.86,0.87,15.8,37.5,37.79,2.16,36801.1,87051.92,14114.12,23139.75,18.68,1.5,-55.19,2.04,4.19,2.48,34.41,2.61,-6.48,H
3.394686,-0.000239,0.253807,2.490593,79.65028,12.57353,-26.00483,0.208353,36.88044,-42.13341,-6.721343,-11.99753,10.22762,-15.99464,-8.148962,0.146081,-21.92735,-31.18399,-21.68649,-11.29989,44.53971,9.910257,-19.55878,6.839572,-44.53346,-7.662562,-17.90803,4.063558,-21.12545,-17.92355,46.13198,-2.908587,-3.285134,0.224663,1.204625,0.349084,0.462903,0.384419,0.889511,0.129828,290,1.923002,0.024194,0.090893,2.380734,0.058582,2.62935,2.606315,-0.260509,2.632346,2.701433,0.041667,0.044167,0.176938,416.2364,120.2848,132.3412,209.8425,75.03632,369.9734,274.4235,274.4845,305.7898,-0.001073,0.146598,4.075728,1.362536,0.009216,-0.013977,8.556511,-1.669675,16.08976,0.002819,2.012605,-1.589366,-0.037182,1.876726,-0.000311,2.934345,-2.058677,2.219847,-0.00491,10.08278,0.079847,-0.061162,1.892252,0.000429,0.000451,0.021244,-0.000044,0,0.144297,0.037287,0.028072,1050.168,1.201694,-1.175449,-0.4,2989.91,1.89,8.62,2.22,1.59,300,2.36,-0.12,9.43,25.35,35.32,1.47,2.14,9.21,1.4,36557.2,157.26,0.4,0,1.96,31.07,80.22,92.44,3.77,76010.51,190529.5,36694.34,116446.6,139.96,1,-28.9,1.24,4.68,2.47,58.81,2.37,-31.84,H
2.299201,0.000042,0.273574,2.326421,72.12059,9.167836,-24.34426,0.016706,36.08836,-45.34138,-3.586959,-6.589798,10.87224,-13.1103,-5.203908,4.144969,-22.02304,-32.312,-20.77758,-10.79788,36.51466,7.593764,-28.35766,8.408485,-56.42953,-0.640484,-10.21999,1.260824,-11.31956,-12.62219,48.96679,-1.889248,-1.534735,0.222831,0.985096,0.329334,0.433101,0.387281,0.844072,0.138659,410,1.847142,0.037889,-0.704541,2.396124,0.078833,2.650496,2.649104,-0.496476,2.659717,2.740643,0.039167,0.04,0.141378,439.767,105.793,123.2718,145.8669,46.72833,399.3904,290.336,294.0415,321.4468,0.001168,0.063693,3.619164,1.48428,-0.006479,-0.051292,9.793793,-1.638469,13.34012,0.003703,2.241403,-1.894178,-0.460045,1.956612,-0.259439,2.703965,-1.997231,2.040186,-0.010355,12.30511,-0.342915,0.069247,1.8038,0.00041,0.000602,0.024544,0.000064,0,0.104905,0.042647,0.028252,1106.726,1.434121,-2.229267,-0.51,2681.89,1.21,12.8,2.92,1.48,143,2.25,-0.94,4.87,55.06,-750.54,1.11,2.16,6.8,0.93,23013.57,126.66,-1.48,-0.31,1.64,29.65,74.29,58.06,4.87,96217.11,215461.21,42703.06,95309.51,132.72,1,-28.07,1.17,4.77,2.56,60.67,2.69,-25.37,H
3.094197,-0.000522,0.593689,2.706463,148.7147,26.69816,-18.22221,0.227234,48.6562,-28.33346,-0.614162,-4.438731,11.30435,-11.60871,-2.672578,8.018559,-15.55298,-33.18377,-18.64775,-8.662684,42.18048,8.508473,-25.44912,10.36599,-54.09917,-3.487539,-12.48436,5.857418,-17.72166,-15.93738,38.18856,-0.537507,-2.530727,0.190063,1.360865,0.363967,0.48617,0.367985,0.87359,0.173759,321,1.926724,0.044826,-0.052076,2.415721,0.065316,2.614181,2.611228,-0.165235,2.613905,2.715685,0.025,0.05,0.170472,372.4054,102.0446,109.4647,138.8221,89.49628,341.1696,237.2239,236.505,256.0747,-0.000542,-0.013928,3.833215,1.94289,0.016738,0.011846,14.02419,-2.148844,9.687567,0.002829,2.242337,-1.848467,0.255872,1.610365,0.20612,2.678077,-2.305686,2.168829,0.006292,12.12071,-0.11407,0.088548,1.987374,0.00039,0.00099,0.031473,0.000083,0.00065,0.157786,0.046416,0.029787,845.7256,1.686767,-0.925322,-0.59,1336.83,0.24,8.23,1.86,1.18,81,1.79,-0.44,2.02,70.51,211.2,-0.2,1.92,6.36,0.7,20893.31,151.02,1.47,1.23,1.57,23.81,58.53,33.84,5.2,55210.19,139764.02,32648.27,86469.81,141.45,1,-31.21,1.18,3.98,2.21,39.98,2.03,-30.54,H
5.77015,0.000232,0.441744,2.626936,90.33309,13.89842,-18.63,-0.126418,26.8279,-38.36694,-7.006789,-3.314759,9.303999,-16.09814,-4.832422,0,-15.73979,-32.15816,-19.79311,0,40.60463,12.90055,-21.34397,11.34555,-56.82147,-4.079033,-12.59702,0,-10.65398,-10.72561,42.66426,-1.533929,0.994599,0.189802,0.748769,0.349084,0.431758,0.337114,0.762251,0.159872,297,1.972914,0.030599,-0.568484,2.443413,0.061945,2.680025,2.660588,-0.346163,2.683844,2.792516,0.0575,0.055417,0.228686,451.1278,139.1032,147.9398,188.3828,100.464,419.5073,277.2161,269.824,317.4683,-0.000077,0.061041,5.814613,0.882631,0.004377,0.057194,5.484641,-0.901383,8.859427,0.004543,1.45182,-0.826151,-0.395659,1.10785,0.044537,1.790629,-1.117396,1.095593,0.009321,6.875941,-0.035579,-0.053677,1.212826,-0.000244,0.000258,0.016071,-0.000025,0,0.128244,0.031101,0.015403,562.5762,1.278201,-0.74773,-0.11,3992.44,1.86,19.71,2.16,1.61,301,1.81,-0.29,4.01,42.95,-122.29,-0.11,2.62,8.1,1.28,30903.88,156.02,-0.11,-0.5,1.66,27.22,62.87,78.5,4.05,83200.47,228190.03,43966.39,128193.64,183.27,1,-30.54,1.17,4.63,2.41,52.53,2.26,-31.33,H
2.069277,0.000724,0.215419,2.259071,95.67289,17.84958,-22.08022,0.244842,25.23817,-52.17814,-10.25531,-8.942666,10.7741,-18.504,-11.99544,0,-11.23379,-28.90981,-17.54951,-8.188486,40.65211,12.96935,-21.11285,8.662786,-46.702,-2.418672,-13.95189,2.50011,-15.77759,-14.78189,29.17863,-2.532726,-5.335047,0.231996,0.650405,0.349084,0.464903,0.387903,0.913362,0.153687,534,1.952794,0.027814,0.070038,2.443413,0.071072,2.638621,2.671577,-0.121398,2.642102,2.7381,0.048333,0.059792,0.162827,407.6421,131.9431,145.2029,259.7478,51.02408,376.973,284.8691,301.5064,321.0534,-0.000865,0.294303,3.94089,1.20109,-0.000966,0.007449,7.536077,-1.419724,10.44103,-0.007829,1.806776,-1.446156,-0.279115,1.316121,-0.278271,2.283589,-1.732594,1.785816,-0.022385,6.924365,0.166826,0.148403,1.63064,-0.000464,0.000431,0.020752,-0.000059,0,0.165706,0.033473,0.024183,645.1,1.730724,-1.125905,-0.71,2743.39,1.79,11.12,2.12,1.08,165,1.88,0.34,4.51,64.57,-1366.2,0.65,2.87,9.39,1.45,38314.96,190.03,0.46,-0.2,1.98,33.17,65.72,63.61,4.95,80468.83,229085.44,40586.62,108929.7,178.47,73.93,-25.61,0.99,7.76,2.58,52.91,2.28,-37.49,H
2.868687,-0.000506,0.281549,2.299744,83.0652,0,-21.10524,0.314592,28.31239,-34.85304,-10.22729,-10.8336,8.933537,-18.23488,-9.271041,0,-4.721109,-17.34468,-9.128585,0,28.81377,13.98319,-9.608878,8.703313,-36.43769,-3.916958,-10.78005,0,-7.772379,-4.677173,34.77482,-6.019814,-4.381473,0.2105,0.620065,0.349084,0.419502,0.323059,0.476184,0.164327,368,1.932876,0.013128,0.094487,2.425724,0.083037,2.614698,2.593499,0.117421,2.596771,2.75158,0.0575,0.045,0.227166,440.4223,121.2559,130.9589,156.8627,95.6427,412.3997,245.3221,247.5054,280.7948,0.000224,0.272057,4.061583,1.047164,0.027049,0.074214,4.882756,-0.614164,9.228894,-0.014516,1.354712,-0.922048,-0.093343,1.336107,-0.16672,2.248105,-1.261331,1.471626,0.019133,6.643277,0.041901,-0.140042,1.243027,-0.000059,0.00044,0.020978,0.000409,0,0.073588,0.019017,0.020508,764.6508,1.30245,-1.34498,0.67,4094.36,2.43,23.1,4.62,1.94,325,2.13,-2.05,9.59,58.79,-193.27,0.43,3.56,15.48,2.2,123929.16,231.79,-1.59,-0.04,2.02,27.28,60.45,105.31,4.77,217654.59,658371.92,56841.84,178894.49,170.86,41.43,-45.26,1.87,4.54,2.47,36.36,2.68,-46.98,H
2.057043,0.000277,0.015478,2.379411,86.90113,22.83808,-9.84745,0.118488,39.12832,-35.10381,-2.050431,-2.251983,12.67778,-14.41269,-0.200884,8.030885,-7.634204,-15.25444,-6.262514,0,11.16055,21.02856,-8.248379,8.248379,-46.90024,-2.831327,-10.63932,-9.884998,1.119089,0,43.4427,0.999616,0.963588,0.075708,1.064309,0.236897,0.349084,0.305696,0.815101,0.199654,356,1.900101,0.010578,0.592507,2.28162,0.069452,2.543593,2.597429,0.273089,2.522062,2.645733,0.015,0.020208,0.055061,462.3323,64.01809,83.95161,103.5302,18.27951,346.2552,184.3174,180.7968,197.0712,-0.000691,0.198001,3.465971,1.300306,0.053518,0.101108,4.268986,-0.912446,8.473081,0.031185,1.955934,-1.361984,-0.394941,1.898158,-0.154583,3.476209,-2.439548,2.539156,-0.028095,9.165895,-0.162547,-0.035834,1.423259,-0.001053,0.000519,0.022775,-0.000186,0,0.072718,0.018598,0.029203,327.2179,1.056606,-0.870218,0.22,335.32,0.96,37.73,11.26,0.78,1,3.38,-0.66,7.08,24.13,-184.32,-0.02,1.69,5.99,0.45,20357.99,119.3,0.28,0.15,1.13,19.53,38.73,48.25,4.02,98639.03,260929.11,26224.32,52153.02,59.6,1,-90.76,3.56,3.88,2.98,31.48,2.52,-24.34,H
3.218899,-0.000124,0.597842,2.779767,133.2926,8.81119,-19.60587,-0.018453,46.09259,-49.94143,-7.568627,-4.533101,11.62613,-17.5116,-8.020441,0.578352,-13.55493,-21.0656,-13.41244,-5.592064,16.73417,18.77311,-7.925252,9.567714,-42.62103,-5.46414,-14.55272,-6.269621,-7.077579,-3.292554,38.40643,-2.590356,-2.653906,0.154372,0.956843,0.258576,0.410298,0.262125,0.789754,0.164897,921,1.875331,0.009936,0.318436,2.259957,0.067797,2.56233,2.574134,-0.129112,2.571048,2.63268,0.025833,0.029167,0.1429,484.8485,100.0332,116.6269,182.8631,60.86826,436.381,234.9227,221.7317,260.5742,-0.00068,0.145559,4.812117,1.289117,0.019067,-0.015417,3.673688,-1.026515,9.534143,-0.000331,1.874274,-1.27613,-0.847696,1.57429,-0.231197,2.952655,-2.050841,2.146104,-0.035437,8.337273,-0.081792,-0.056746,1.477447,-0.001278,0.000396,0.019895,0.00003,-0.000192,0.067316,0.020361,0.025651,666.452,1.149434,-1.150012,0.01,1700.61,4.78,78.02,15.73,1.26,1,2.97,-0.87,17.29,12.83,24.88,-0.25,3.03,11.34,1.13,72660.15,86.05,0.72,0.3,2,15.5,44.33,141.45,3.09,145149.86,418834.22,28379.33,62930.4,55.76,11.04,-63.88,2.49,3.46,2.65,73.45,2.43,-17.39,H
4.478052,-0.001723,0.851755,3.253827,110.9254,13.63397,-9.561635,-0.617285,41.21288,-41.4402,0.000531,-2.797819,8.853819,-6.393063,0,5.612369,-9.442518,-15.4114,-4.74855,0,25.07702,18.70459,-12.85916,12.85916,-54.50056,-6.795116,-14.46019,0,-2.786239,0,24.75605,-3.255055,-6.26793,0.129794,1.138224,0.254843,0.349084,0.253142,0.877688,0.184905,417,1.942534,0.012977,-0.110966,2.443413,0.16193,2.611931,2.497563,-0.419338,2.630088,2.792516,0.0275,0.050833,0.227881,460.5903,103.1092,121.2944,132.4152,62.06941,412.0906,226.4934,223.7809,229.7753,0.000435,-0.014792,5.573102,1.450785,0.004875,0.260186,3.071459,-0.754871,7.797037,0.011037,1.566544,-0.738262,0.012465,1.023085,-0.389278,2.62132,-1.558866,1.456461,0.020482,9.980258,0.051397,0.042288,0.947383,-0.000515,0.000656,0.025619,-0.000016,0,0.095192,0.01824,0.01817,626.3199,0.963486,-0.476236,1.57,1586.16,2.27,56.16,12.95,1.53,1,2.18,-0.48,7.01,7.95,-75.68,-0.55,1.56,5.81,0.34,21416.22,68.03,-1.86,-0.38,1.18,15.19,39.99,42.32,2.24,99645,182166.91,22202.85,49187.2,47.73,1,-58.23,2.24,3,2.21,31.62,2.42,-13.99,H
2.14145,-0.001606,0.436006,2.565807,239.138,16.97528,-5.204604,0.329548,24.85326,-33.67671,-0.974527,-10.55366,10.17435,-11.13344,-0.14602,10.1417,-9.226227,-18.87586,-11.41888,4.818804,-1.41772,12.4927,-12.4186,9.044497,-44.41362,-8.191945,-17.57289,1.286155,-11.37317,-5.877773,56.61405,-2.288045,0.647987,0.149436,1.796573,0.211426,0.325934,0.252601,0.71415,0.167706,3,1.918447,0.004841,0.560149,2.255795,0.096198,2.536515,2.486299,0.071099,2.534515,2.616197,0.0325,0.015,0.089023,384.834,68.14409,89.91228,142.4395,18.40105,303.4425,176.8818,159.6699,201.9014,0.001072,-0.078856,3.680705,1.749716,-0.023943,0.215885,5.009083,-1.26956,7.066518,0.025667,2.067081,-1.475215,0.044839,1.759271,-0.524526,3.048536,-2.414064,2.181113,0.008816,10.47959,-0.174562,-0.107061,1.875968,-0.00278,0.000861,0.029421,0.000375,-0.000988,0.080862,0.016239,0.031249,553.4659,2.098569,-0.984779,-0.87,223.66,0.71,128.87,34.39,1.06,1,3.53,-0.32,20.57,5.34,-63.66,-0.73,2.32,6.19,0.49,20946.6,58.72,-0.95,-0.85,1.31,9.3,23.25,30.22,2.28,81228.52,177623.65,5543.53,14472.11,19.06,1,-85.96,3.09,4.27,2.47,31.75,2.69,-11.9,H
1.631506,-0.000322,0.318687,2.155609,148.1631,19.48144,-7.464366,0.050933,46.96282,-49.4908,-2.630498,-10.61773,13.66129,-15.29998,-2.638141,5.128646,-10.22984,-17.1745,-7.936468,0,6.856621,22.01304,-13.17119,8.043348,-44.80172,-7.108698,-15.88747,-5.422119,-7.242219,-2.311944,30.93154,0.977565,0.556634,0.152791,1.767334,0.239773,0.349084,0.265451,0.841589,0.142791,180,1.897663,0.012643,0.238676,2.314185,0.088621,2.564367,2.587313,-0.004354,2.564488,2.659478,0.0175,0.031667,0.118148,288.2062,75.30506,88.00121,120.3425,30.73251,261.3487,198.8227,203.6148,214.3083,0.00105,0.391481,3.820518,1.620328,-0.018581,0.100602,6.32784,-1.392675,11.9,0.008969,2.140239,-1.636415,-1.067914,2.101306,-0.022531,3.446976,-2.522092,2.520378,0.017903,11.00214,-0.199712,-0.06179,1.715182,-0.001062,0.000504,0.022453,-0.000098,0,0.098025,0.02401,0.03289,389.8578,1.635137,-1.072183,0,1136.57,1.19,60.79,13.58,0.98,1,2.77,-1.24,11.26,6.26,-132.91,0.05,1.67,8.37,0.48,44563.93,76.3,-2.84,-1.13,1.79,24.18,47.74,71.78,2.56,105635.27,308096.48,16007.8,36015,48.58,1,-85.82,3.39,4.01,2.46,65.14,2.67,-15.69,H
4.167554,-0.000123,0.602788,3.345449,166.7386,27.59251,-11.1162,0.201323,31.41912,-40.87305,-7.52793,-6.729811,11.58936,-18.01465,-8.09482,0,-5.663466,-11.27736,-1.66018,4.859957,9.099812,18.08104,-15.09616,15.09616,-44.93509,-6.122255,-13.28832,0,-1.002279,-2.73194,40.8786,-1.071229,-5.740237,0.147004,1.116099,0.272043,0.369219,0.24953,0.814716,0.154618,589,1.923578,0.013461,0.390085,2.347615,0.0931,2.579327,2.593163,-0.181944,2.591522,2.707705,0.03,0.026667,0.120388,477.7184,77.51452,90.30143,142.8571,27.9771,410.0492,180.2465,166.9875,207.5206,0.000262,0.462532,4.741583,1.682867,0.041189,0.179094,5.331862,-1.057773,10.51922,0.013059,1.909259,-1.644506,-0.567052,1.877144,0.025773,2.785516,-1.600809,1.839284,-0.040181,10.56323,-0.02458,-0.040113,1.572341,-0.000911,0.000523,0.022878,-0.000163,0,0.108388,0.021953,0.0326,408.5031,0.87566,-0.71331,0.64,914.1,3.08,84.38,14.81,1.61,1,2.62,-0.9,28.54,13.35,28.75,-0.46,2.49,10.46,0.86,62998.64,89.36,-1.78,-0.96,2.13,19.47,36.83,94.85,2.65,108691.42,289616.74,12683.78,35297.13,42.89,7.41,-72.3,2.75,3.55,2.45,95.66,2.39,-18.13,H
2.554528,0.000027,0.278418,2.480499,98.6708,15.3344,-10.66567,0.062755,50.9255,-24.80893,4.991007,10.48322,11.5352,-6.553565,4.391258,13.74885,-20.60672,-22.18468,-13.69473,-2.829187,14.97905,14.46267,-5.077364,12.7056,-42.24472,-7.944699,-16.62814,-0.488173,2.945761,1.495787,26.05086,-7.815959,-8.975144,0.157066,2.031277,0.231983,0.323008,0.334785,0.788193,0.139331,0,1.859468,0.007053,1.120638,2.176744,0.058025,2.467758,2.499199,0.619169,2.441463,2.545274,0.0325,0.019167,0.083059,223.9945,57.33407,66.65878,87.87295,17.07899,209.4199,159.4027,161.6276,170.2673,0.000759,0.399547,4.447305,1.907488,-0.031085,-0.224383,8.126105,-1.677109,8.489902,0.017811,2.287108,-1.656904,-0.10836,1.880253,0.196067,3.562689,-2.388052,2.887875,-0.014414,13.84362,0.51094,-0.017498,1.842318,-0.002017,0.000702,0.026499,-0.000878,-0.000314,0.055091,0.020604,0.038306,353.4772,1.673294,-0.538464,-0.12,229.55,1.96,86.86,12.55,1.23,16,2.77,-1.69,47.99,12.13,-186.35,-0.31,2.28,5.21,0.41,14997.96,96.51,-2.66,-1.09,1.06,20.46,43.09,88,2.76,102464.03,252790.97,17626.03,33202.45,44.75,1,-70.36,2.56,3.75,2.48,30.92,2.49,-19.96,H
