@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-V-R8,21,26,27,31,36,44,53,54,56,59,63,68,91,102,119,120,122,124,125,128,141,216,224,254,300,334,335,337,339,341,342,347,358,367,376,377,381,396,414,415,420,433,434,441,451,455,465,466,469,474,489,490,492,494,498,519,536,540,560,561,562,567,579,598,600,606,614,617,624,625,640,646,654,663,675,679,681,693,694,695,738,744,751,752,755,760,764,767,779,786,788,789,793,795,797,807,815,836,837,852,858,862,865,873,906,919,921,926,931,935,941,942,948,950,959,961,964,975,995,997,1000,1004,1006,1015,1016,1047,1051,1052,1060,1098,1107,1109,1113,1117,1137,1138,1139,1170,1188,1198,1200,1204,1208,1210,1230,1238,1239,1248,1250,1251,1260,1280,1309'

@attribute pcm_intensity_sma_linregc2 numeric
@attribute pcm_loudness_sma_min numeric
@attribute pcm_loudness_sma_linregc1 numeric
@attribute pcm_loudness_sma_linregc2 numeric
@attribute pcm_loudness_sma_skewness numeric
@attribute pcm_loudness_sma_iqr1-2 numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_quartile2 numeric
@attribute mfcc_sma[1]_quartile3 numeric
@attribute mfcc_sma[1]_iqr2-3 numeric
@attribute mfcc_sma[2]_min numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_stddev numeric
@attribute mfcc_sma[3]_quartile2 numeric
@attribute mfcc_sma[4]_linregc1 numeric
@attribute mfcc_sma[5]_minPos numeric
@attribute mfcc_sma[5]_amean numeric
@attribute mfcc_sma[5]_linregc2 numeric
@attribute mfcc_sma[5]_linregerrQ numeric
@attribute mfcc_sma[5]_stddev numeric
@attribute mfcc_sma[5]_quartile1 numeric
@attribute mfcc_sma[6]_linregc2 numeric
@attribute mfcc_sma[10]_linregc1 numeric
@attribute mfcc_sma[10]_quartile2 numeric
@attribute mfcc_sma[12]_linregc1 numeric
@attribute lspFreq_sma[1]_quartile2 numeric
@attribute lspFreq_sma[3]_stddev numeric
@attribute lspFreq_sma[3]_skewness numeric
@attribute lspFreq_sma[3]_quartile1 numeric
@attribute lspFreq_sma[3]_quartile3 numeric
@attribute lspFreq_sma[3]_iqr2-3 numeric
@attribute lspFreq_sma[3]_iqr1-3 numeric
@attribute lspFreq_sma[4]_minPos numeric
@attribute lspFreq_sma[4]_quartile3 numeric
@attribute lspFreq_sma[5]_amean numeric
@attribute lspFreq_sma[5]_quartile2 numeric
@attribute lspFreq_sma[5]_quartile3 numeric
@attribute lspFreq_sma[6]_max numeric
@attribute lspFreq_sma[6]_quartile3 numeric
@attribute lspFreq_sma[7]_quartile2 numeric
@attribute lspFreq_sma[7]_quartile3 numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_quartile2 numeric
@attribute pcm_zcr_sma_quartile3 numeric
@attribute voiceProb_sma_maxPos numeric
@attribute voiceProb_sma_quartile1 numeric
@attribute voiceProb_sma_iqr2-3 numeric
@attribute F0_sma_linregerrA numeric
@attribute F0_sma_linregerrQ numeric
@attribute F0_sma_kurtosis numeric
@attribute F0_sma_iqr2-3 numeric
@attribute F0env_sma_quartile1 numeric
@attribute F0env_sma_quartile2 numeric
@attribute F0env_sma_iqr1-2 numeric
@attribute F0env_sma_iqr1-3 numeric
@attribute pcm_intensity_sma_de_maxPos numeric
@attribute pcm_loudness_sma_de_amean numeric
@attribute mfcc_sma_de[1]_maxPos numeric
@attribute mfcc_sma_de[1]_linregc2 numeric
@attribute mfcc_sma_de[2]_linregerrA numeric
@attribute mfcc_sma_de[2]_linregerrQ numeric
@attribute mfcc_sma_de[2]_stddev numeric
@attribute mfcc_sma_de[2]_quartile3 numeric
@attribute mfcc_sma_de[3]_linregerrA numeric
@attribute mfcc_sma_de[4]_linregerrA numeric
@attribute mfcc_sma_de[4]_stddev numeric
@attribute mfcc_sma_de[4]_iqr1-2 numeric
@attribute mfcc_sma_de[5]_amean numeric
@attribute mfcc_sma_de[5]_linregerrA numeric
@attribute mfcc_sma_de[5]_quartile3 numeric
@attribute mfcc_sma_de[5]_iqr1-2 numeric
@attribute mfcc_sma_de[6]_kurtosis numeric
@attribute mfcc_sma_de[6]_iqr1-3 numeric
@attribute mfcc_sma_de[7]_linregc2 numeric
@attribute mfcc_sma_de[7]_iqr1-2 numeric
@attribute mfcc_sma_de[8]_linregerrQ numeric
@attribute mfcc_sma_de[8]_quartile1 numeric
@attribute mfcc_sma_de[8]_quartile3 numeric
@attribute mfcc_sma_de[9]_linregerrA numeric
@attribute mfcc_sma_de[9]_linregerrQ numeric
@attribute mfcc_sma_de[9]_stddev numeric
@attribute mfcc_sma_de[11]_quartile3 numeric
@attribute mfcc_sma_de[12]_range numeric
@attribute mfcc_sma_de[12]_linregerrQ numeric
@attribute mfcc_sma_de[12]_stddev numeric
@attribute mfcc_sma_de[12]_quartile1 numeric
@attribute mfcc_sma_de[12]_iqr1-3 numeric
@attribute lspFreq_sma_de[0]_maxPos numeric
@attribute lspFreq_sma_de[0]_linregc1 numeric
@attribute lspFreq_sma_de[0]_iqr1-3 numeric
@attribute lspFreq_sma_de[1]_linregc1 numeric
@attribute lspFreq_sma_de[1]_linregerrA numeric
@attribute lspFreq_sma_de[1]_linregerrQ numeric
@attribute lspFreq_sma_de[1]_quartile1 numeric
@attribute lspFreq_sma_de[1]_quartile3 numeric
@attribute lspFreq_sma_de[1]_iqr2-3 numeric
@attribute lspFreq_sma_de[2]_linregerrA numeric
@attribute lspFreq_sma_de[2]_iqr1-2 numeric
@attribute lspFreq_sma_de[3]_iqr1-3 numeric
@attribute lspFreq_sma_de[4]_max numeric
@attribute lspFreq_sma_de[4]_quartile3 numeric
@attribute lspFreq_sma_de[5]_range numeric
@attribute lspFreq_sma_de[5]_linregc1 numeric
@attribute lspFreq_sma_de[5]_linregerrQ numeric
@attribute lspFreq_sma_de[5]_iqr2-3 numeric
@attribute lspFreq_sma_de[7]_kurtosis numeric
@attribute pcm_zcr_sma_de_linregc1 numeric
@attribute pcm_zcr_sma_de_linregerrA numeric
@attribute pcm_zcr_sma_de_quartile1 numeric
@attribute pcm_zcr_sma_de_iqr1-3 numeric
@attribute voiceProb_sma_de_maxPos numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_stddev numeric
@attribute voiceProb_sma_de_iqr1-2 numeric
@attribute voiceProb_sma_de_iqr1-3 numeric
@attribute F0_sma_de_linregerrA numeric
@attribute F0_sma_de_stddev numeric
@attribute F0_sma_de_quartile1 numeric
@attribute F0env_sma_de_amean numeric
@attribute f0SDev numeric
@attribute f0kurtx numeric
@attribute f0Varx numeric
@attribute f0Ampmeanx numeric
@attribute f0Ampqmeanx numeric
@attribute LHRate numeric
@attribute LHRate2 numeric
@attribute f0deltameanx numeric
@attribute f0deltaskewx numeric
@attribute f0deltakurtx numeric
@attribute f0AmpDeltaskewx numeric
@attribute StepUrmsx numeric
@attribute StepOmeanx numeric
@attribute StepOqmeanx numeric
@attribute StepOSDev numeric
@attribute StepAmeanx numeric
@attribute StepImeanx numeric
@attribute StepIrmsx numeric
@attribute StepIqmeanx numeric
@attribute StepAdeltaskewx numeric
@attribute StepIdeltarmsx numeric
@attribute f0Delta2rmsx numeric
@attribute f0Delta2SDev numeric
@attribute f0AmpDelta2Maxx numeric
@attribute f0AmpDelta2rmsx numeric
@attribute f0AmpDelta2skewx numeric
@attribute LH2Delta2skewx numeric
@attribute LH3Delta2rmsx numeric
@attribute LH3Delta2qmeanx numeric
@attribute StepUDelta2rmsx numeric
@attribute StepUDelta2skewx numeric
@attribute StepUDelta2kurtx numeric
@attribute StepODelta2skewx numeric
@attribute StepU2Delta2skewx numeric
@attribute emotion {A,N,H,S,B,D,F}

@data
0.000027,0.137304,-0.003452,2.102753,0.696132,0.695012,-8.048203,-5.455566,4.214705,9.670271,-34.33784,3.267671,12.54262,3.294099,0.019015,368,-6.252078,-13.04411,306.9496,17.95539,-19.02067,-19.17113,0.040898,0.379292,0.028061,0.608747,0.153013,0.005063,1.249812,1.481345,0.118967,0.231533,28,1.808154,1.999051,2.024093,2.111752,2.729872,2.479815,2.678084,2.718288,0.000833,0.05,0.0925,326,0.328123,0.177305,83.15113,9711.513,1.820406,31.88123,193.566,213.137,19.571,57.91331,13,0.000423,107,0.153937,2.303098,9.928464,3.151333,1.690382,2.654991,2.073591,2.647398,1.539804,-0.031624,3.281615,2.619607,2.273785,4.349382,3.423441,-0.250038,1.920627,24.32711,-2.55226,2.776549,2.675893,11.43125,3.385782,1.79278,18.93431,8.016732,2.832478,-1.671243,3.447881,100,0.000006,0.033693,0.000009,0.032037,0.001893,-0.02545,0.020522,0.021265,0.029947,0.023032,0.033633,0.076575,0.012306,0.254925,0.000003,0.001212,0.018574,3.650295,-0.000001,0.017067,-0.006229,0.012604,324,0.003331,0.057721,0.024073,0.046536,16.42237,27.43124,-6.954854,0.396447,26.22,1.57,687.4,560.29,3.92,50.83,9.94,-0.16,2.46,3.81,2.05,32.35,120.95,0.64,121.95,54.05,45.79,2.19,0.14,3.66,0.66,0.07,8244.87,142.05,0.57,1.97,2.32,80.48,6.22,6.77,3.38,8.92,2.21,1.97,D
0.000048,0.136079,-0.002423,2.285812,0.385024,1.025267,-5.909017,-3.500203,4.410906,7.911109,-24.61891,3.11944,9.448372,10.11448,-0.012076,240,-20.78836,-17.36725,403.8801,20.19434,-34.56912,-29.56451,0.100218,2.505382,-0.001573,0.642165,0.199671,0.805436,1.13059,1.409435,0.150037,0.278845,30,1.731634,1.9236,1.887413,2.007608,2.671067,2.481767,2.645563,2.677367,0.004167,0.054167,0.11375,140,0.448031,0.136994,86.57394,10065.49,2.809641,27.53017,194.8143,204.5682,9.753891,16.53462,30,0.001019,222,0.324641,2.28943,8.274318,2.877163,1.957877,2.366952,2.931447,3.788585,1.99498,0.04208,4.428913,3.709822,3.113096,3.31269,5.126736,-0.388033,2.465484,17.69477,-2.031304,2.638072,2.82016,14.01822,3.753371,2.228344,19.66591,12.4564,3.537763,-2.296125,4.591131,148,0.000004,0.026086,0.000043,0.037856,0.002562,-0.02785,0.0236,0.029606,0.026705,0.019568,0.050762,0.148679,0.019544,0.340984,0.000024,0.002302,0.029621,5.417606,-0.000015,0.018293,-0.006667,0.012833,7,0.003531,0.059677,0.030568,0.059083,18.26105,30.19188,-7.32309,0.620822,27.86,1.57,775.97,683.7,5.21,48.14,5.47,0.35,2.62,4.61,1.91,45.6,227.26,1.33,209.38,57.29,134.48,5.99,0.44,2.96,1.35,0.08,6880.6,161.32,0.68,1.9,2.04,70.67,0,9.71,3.07,6.64,2.43,2.12,D
0.000004,0.09409,0.002344,1.1361,0.491557,0.608092,-8.87693,-7.448225,-0.209687,7.238539,-40.36395,-1.648498,12.39211,4.686421,-0.028819,185,-30.05009,-10.90241,347.997,21.70455,-47.83279,-24.98118,0.025468,-4.132081,-0.005175,0.655907,0.168494,0.386155,1.127504,1.402164,0.13666,0.27466,228,1.788204,2.054245,2.059218,2.126071,2.64983,2.504589,2.678263,2.729051,0,0.065833,0.108333,202,0.515049,0.078944,89.20066,12814.58,2.370267,54.96037,195.5754,243.4895,47.91412,96.80081,212,0.000116,127,0.1514,2.366355,8.910132,2.9865,1.956464,2.07501,1.977681,2.582768,1.126253,0.006522,3.324895,2.51557,2.743061,3.875917,5.096695,-0.548371,2.378265,20.25626,-2.47056,3.33778,2.824647,13.06498,3.619119,2.22867,22.84065,13.40566,3.66959,-2.015142,4.263876,87,-0.000015,0.02113,0.000026,0.030905,0.001703,-0.024071,0.022801,0.020732,0.025464,0.017802,0.038866,0.127331,0.014268,0.196074,0.000003,0.001095,0.021662,3.216507,-0.000015,0.015809,-0.007083,0.012875,11,0.003061,0.055741,0.018078,0.036551,20.06895,31.1273,-7.003027,0.584995,54.62,1.94,2983.41,397.95,3.1,22.77,4.62,0.19,2.61,4.58,2.09,22.01,227.74,1.32,244.34,59.53,105.74,4.55,0.58,4.89,0.92,0.09,9046.57,81.21,0.37,2.36,2.83,68.41,1,4.78,3.8,12.66,2.65,2.3,D
0.000021,0.083104,-0.002762,1.718668,0.862222,0.645214,-14.44502,-13.12105,-2.36355,10.7575,-37.75391,-6.189233,12.90197,-0.618179,0.026873,184,-1.913358,-13.21409,266.9739,17.60168,-10.78735,-27.94627,0.051492,-2.955545,0.050536,0.6658,0.150328,0.884615,1.248124,1.441095,0.07275,0.19297,250,1.79355,1.988003,1.985363,2.07597,2.660304,2.440647,2.611897,2.677503,0,0.083333,0.149167,61,0.32812,0.265322,85.01627,8948.664,1.399408,113.5304,176.5921,208.5681,31.97601,61.19612,123,0.000309,215,0.00381,1.90509,6.717054,2.591766,1.343332,2.199971,2.310231,3.09406,1.853329,0.047236,2.768203,2.215699,2.188346,4.445427,4.307162,-0.180809,1.74929,16.23458,-2.283231,2.326412,2.831195,13.51873,3.677861,2.243129,20.65893,10.59162,3.256534,-1.88932,3.659071,269,0.000001,0.027798,-0.000003,0.022425,0.001064,-0.016764,0.010266,0.014321,0.023933,0.017699,0.028666,0.076154,0.013037,0.170152,0.000005,0.000832,0.018252,6.06547,-0.000009,0.015948,-0.009667,0.01575,12,0.003121,0.055908,0.023193,0.05558,16.57039,27.40031,-3.551034,0.802229,35.89,-0.7,1288.29,415,2.91,13.34,1.97,-0.26,1.94,1.13,2,23.44,250.42,1.7,216.93,131.17,136.98,6.53,0.48,3.56,1.6,0.09,8065.59,85.09,0.38,1.88,1.89,129.01,1,4.95,2.78,5.29,2.17,2.16,D
0.000007,0.048623,-0.000646,1.094929,0.884115,0.442284,-12.17334,-14.19347,-3.264058,10.92941,-34.57622,-3.680782,14.31809,1.776432,-0.024803,56,-7.886966,-18.04046,300.9669,18.31959,-22.17738,-28.6879,0.075869,-2.731962,-0.044941,0.67633,0.189113,1.303822,1.229488,1.444315,0.144856,0.214827,116,1.781959,2.008458,1.999937,2.102943,2.633658,2.423807,2.57444,2.686667,0.005,0.089167,0.137292,61,0.370241,0.238009,97.33053,11059.21,1.669451,81.13496,202.2432,222.1237,19.88055,34.31879,146,0.000004,142,0.12827,2.635426,11.92934,3.457849,2.051142,2.590656,2.566631,3.404341,2.111635,-0.016673,2.385982,1.412203,1.729527,3.252733,4.46609,-0.49967,2.046697,17.29377,-2.936607,2.495072,2.137439,8.089546,2.844309,2.092155,19.65001,11.7416,3.445434,-2.009705,4.015741,133,-0.000023,0.030006,0.000029,0.027139,0.001254,-0.02239,0.023302,0.024024,0.030564,0.02533,0.035272,0.149682,0.019272,0.277376,0.00002,0.001346,0.016996,4.598466,-0.000023,0.017723,-0.006833,0.013875,141,0.002704,0.052174,0.031224,0.058609,17.60149,29.48516,-7.165285,0.614605,44.25,-0.35,1957.73,248.76,1.64,10.86,1.48,-0.32,2.3,3.06,2.49,15.19,200.7,1.03,261.47,127.08,125.37,6.54,0.43,3.43,1.76,0.08,6046.18,37.9,0.22,2.55,2.19,91.7,11.74,3.28,2.72,4.49,2.55,2.21,D
0.000011,0.036507,-0.001037,1.082686,1.357496,0.572887,-16.05637,-16.37978,-6.534575,9.845201,-41.88964,-4.194015,15.66725,0.195946,0.0454,219,-5.105072,-0.445733,268.0703,16.5939,-15.50258,-19.44175,0.027488,-7.450449,-0.001239,0.734535,0.174059,0.977952,1.252008,1.485015,0.141588,0.233007,229,1.821972,2.031632,1.998822,2.115509,2.737387,2.458021,2.663142,2.711733,0,0.092083,0.160417,228,0.354748,0.227982,105.9358,13072.87,1.476905,96.09373,201.6142,244.0754,42.46124,65.79797,67,0.000297,184,0.01594,2.555767,11.45288,3.385674,2.013743,2.275765,2.530095,3.472627,2.063032,-0.045495,2.998954,2.297369,2.341588,3.657631,5.889343,-0.187438,2.402455,22.38012,-3.096776,3.248201,2.666765,12.03627,3.469893,2.534101,16.8357,7.926611,2.821133,-1.882124,3.585425,143,-0.000017,0.040794,0.000012,0.027283,0.001456,-0.018857,0.015915,0.018652,0.031721,0.020289,0.033909,0.167515,0.016785,0.261851,0.00001,0.001166,0.016776,5.375355,-0.000021,0.021858,-0.00925,0.018125,43,0.003646,0.06058,0.029369,0.06322,19.51996,31.91058,-5.397164,0.636149,35.46,0.45,1257.39,290.32,2.31,4.89,1.46,-0.55,1.92,0.94,1.6,12.05,205.02,1.32,243.9,126.76,127.79,7.43,0.49,3.23,2.37,0.11,8499.53,73.71,0.26,2.09,2.35,205.75,1,2.41,2.74,4.71,2.79,2.03,D
0.000015,0.131516,-0.000546,1.638698,0.13739,0.678475,-10.04465,-4.930437,2.414176,7.344613,-40.29375,4.035783,13.2264,5.577816,0.018671,16,-12.86629,-17.02272,320.3539,18.05953,-26.55936,-17.6899,-0.040701,-7.237422,0.001106,0.643574,0.218399,0.796225,1.172826,1.493217,0.205443,0.320392,91,1.814299,2.021223,1.983605,2.088548,2.68705,2.477029,2.654317,2.712646,0,0.048333,0.107083,148,0.466163,0.09336,89.79636,10754.92,2.079463,25.4595,190.1325,205.0351,14.9026,60.60472,233,0.00028,163,0.094428,2.217723,8.715796,2.952382,1.601123,2.13906,2.338106,3.136835,1.472345,-0.004199,3.016731,2.250899,2.196117,3.817738,4.304166,-0.390854,1.742712,12.21837,-1.880539,2.092034,2.453393,10.21842,3.202603,2.076627,15.64536,6.533871,2.562863,-1.465878,2.991243,101,-0.000003,0.023947,0.000007,0.03199,0.002191,-0.020758,0.018097,0.018089,0.029474,0.017235,0.035019,0.18386,0.016974,0.276026,0.000003,0.001484,0.016894,5.305619,-0.000013,0.020583,-0.004479,0.009521,162,0.003302,0.057557,0.018097,0.037497,16.12385,27.61089,-3.814979,0.863402,32.22,-0.15,1038.37,537.8,4.64,20.52,5.81,-0.24,2.35,3.04,2.05,29.69,277.82,1.49,285.32,63.11,99.94,4.85,0.26,2.61,1.26,0.08,9100.23,101.84,0.38,2.38,2.48,111.61,1,6.4,3.7,10.95,3.02,2.26,D
0.000019,0.116185,-0.002397,1.725107,0.799711,0.538184,-10.01854,-5.242195,3.718002,8.960196,-33.05397,-0.210337,13.14226,7.581743,0.014855,287,-5.355591,-8.682132,285.367,17.00231,-18.53512,-27.00861,0.01415,-3.172143,0.009175,0.654817,0.194246,0.733031,1.182189,1.468122,0.185283,0.285933,295,1.777106,1.974222,1.945621,2.074667,2.700143,2.428197,2.588191,2.679856,0,0.055,0.11,149,0.34721,0.217756,89.3041,9315.84,1.448633,62.67587,189.7289,206.6485,16.91959,35.07112,172,0.000405,268,0.104469,2.669861,11.30571,3.363857,2.042861,2.173291,2.344124,2.992103,1.772421,-0.002938,3.029723,2.420979,2.410072,3.091411,5.453853,-0.283621,2.331149,14.44938,-2.037869,2.573436,2.355756,8.83699,2.973944,2.308124,13.13732,6.717934,2.594155,-1.589497,3.31959,250,-0.000016,0.036835,0.000015,0.034702,0.002405,-0.02445,0.024437,0.02401,0.027605,0.019345,0.042841,0.116628,0.017466,0.298417,0.000015,0.001577,0.021242,4.007429,-0.000015,0.02136,-0.006667,0.013708,103,0.004051,0.063827,0.025853,0.057163,16.6656,26.28188,-4.717769,0.761325,36.43,0.34,1327.4,405.47,2.82,20.3,3.23,0.14,2.48,3.63,2.53,25.93,196.64,1.17,210.66,74.78,95.74,4.34,0.35,2.82,1.24,0.08,7690.72,106.83,0.38,2.26,2.14,120.2,16.91,5.57,3.24,7.84,2.27,2.37,D
0.000018,0.042255,-0.001764,1.793295,0.294789,0.601926,-10.38453,-8.708843,1.365104,10.07395,-44.49052,-6.44903,15.35597,-6.520174,0.017979,109,-4.101349,-11.48219,233.7968,15.87541,-17.27651,-24.18549,0.001739,-10.32449,0.010465,0.592701,0.183692,0.694006,1.180809,1.462096,0.139023,0.281287,370,1.779144,2.000823,1.973024,2.095819,2.640442,2.438983,2.593095,2.674509,0,0.09125,0.162083,85,0.393062,0.1444,93.67077,11398.73,1.639164,34.78951,222.8886,232.0331,9.144424,28.14673,206,0.000068,156,0.082598,2.685621,12.27389,3.503707,2.228298,2.331323,2.632211,3.318081,1.989938,-0.004674,2.469339,1.776745,1.780118,3.449298,5.103786,-0.364579,2.075273,16.3478,-2.609631,2.541158,2.664006,11.67624,3.417244,2.163321,16.37248,8.576854,2.930088,-1.730734,3.769372,151,-0.000001,0.032219,0.000008,0.029138,0.001724,-0.017936,0.019215,0.017346,0.033269,0.025429,0.033257,0.120121,0.0208,0.226331,0.000003,0.001145,0.017148,4.117298,-0.000004,0.021492,-0.011667,0.020708,116,0.003225,0.056829,0.018407,0.046701,16.16939,27.79974,-4.101674,0.557992,32.16,0.78,1034.32,411.53,3.29,10.06,2.35,0,2.5,3.91,2.67,18.47,263.36,1.61,266.87,165.45,116.11,5.95,0.37,3.56,1.71,0.08,12948.76,115.24,0.35,2.52,2.4,202.8,1,3.86,3.64,11.01,2.42,2.29,D
0.000013,0.067139,-0.001409,1.353564,0.788604,0.646363,-10.93798,-10.39522,0.994062,11.38928,-34.096,-0.02988,11.72929,4.247342,0.028738,194,-8.870251,-15.69669,265.1688,16.75639,-20.95697,-29.8486,0.01851,4.151409,-0.016684,0.697162,0.211463,0.611158,1.161103,1.475606,0.141697,0.314503,262,1.810026,1.991038,1.976324,2.095193,2.718517,2.449696,2.651568,2.702178,0,0.055833,0.096667,145,0.312613,0.266655,92.16589,9535.93,1.306277,84.43512,182.4608,201.5696,19.10887,41.29337,99,0.000028,118,0.067678,2.279596,9.365437,3.060842,1.611389,2.064612,2.172538,2.894779,1.571598,-0.017134,2.699308,2.167505,2.013228,4.021811,4.902615,-0.273384,1.679797,14.56153,-2.078118,2.582731,2.173555,7.999981,2.829271,2.419386,18.18809,7.534086,2.747572,-1.765949,3.557884,286,-0.000009,0.027537,0.000005,0.029926,0.001775,-0.020414,0.021022,0.021546,0.02652,0.017988,0.044945,0.124577,0.016253,0.289663,0.000007,0.001114,0.016919,3.460248,-0.000008,0.017563,-0.005958,0.012083,374,0.003009,0.055002,0.030604,0.062818,15.21071,24.73693,-3.458842,0.866411,26.96,-0.26,727.05,346.67,2.59,25.86,4.91,-0.24,2.15,2.1,2.14,20.25,231.74,1.23,294.73,27.63,86.48,4.3,0.31,3.62,1.13,0.08,7566.6,75.67,0.28,1.93,2.57,66.95,11.39,4.3,3.25,8,1.84,2.35,D
0.000014,0.068029,0.000834,1.277874,0.386544,0.856531,-8.303979,-8.057037,1.09377,9.150807,-30.45761,2.190066,12.1189,7.486751,-0.027572,88,-8.763009,-1.37637,231.6786,15.81034,-19.22484,-10.8863,0.029909,3.259923,-0.033382,0.697176,0.177189,0.931216,1.196869,1.43939,0.124022,0.242521,131,1.776989,1.974324,1.946518,2.086787,2.747619,2.434583,2.602723,2.684063,0,0.053333,0.082292,284,0.352681,0.22586,83.46689,8063.327,1.290699,68.65668,179.4988,197.4549,17.95609,22.42972,162,-0.000124,154,0.070358,2.441458,10.38394,3.222815,1.773115,2.57316,2.479914,3.411933,1.847659,-0.024188,2.615642,2.201169,2.234648,3.669457,4.799633,-0.279502,2.211715,16.53587,-2.186706,2.607788,2.486787,10.35143,3.218871,1.978569,19.86425,8.025803,2.836419,-1.455975,3.190726,138,-0.000007,0.029248,0.000009,0.031146,0.001764,-0.021572,0.023476,0.021548,0.024019,0.015235,0.035488,0.118056,0.013958,0.27039,0.00001,0.001435,0.017949,4.227952,-0.000006,0.016159,-0.005708,0.010375,50,0.003595,0.060002,0.023666,0.045892,14.09167,22.58648,-3.537042,0.435761,30.72,-0.01,943.82,434.47,3.4,20.13,4.81,-0.33,2.28,2.78,1.89,29.04,265.65,1.44,309.66,66.65,125.68,5.48,0.53,2.68,1.45,0.07,7062.28,83.42,0.35,1.91,1.9,125.99,1,6.19,3.02,6.43,2.42,2.22,D
0.000013,0.063868,-0.000026,1.525643,0.605161,0.792062,-14.57156,-10.72727,-1.578583,9.148689,-48.39317,-16.53202,15.1658,3.186103,0.072694,74,-13.08473,-17.74234,294.5601,17.37389,-26.98196,-37.67842,-0.007268,-1.886571,0.007286,0.686999,0.200575,0.395864,1.096544,1.417074,0.194437,0.32053,199,1.774294,1.937903,1.94239,2.041824,2.596445,2.376692,2.627961,2.707754,0.0175,0.125,0.199792,157,0.368757,0.210732,102.1354,13070.26,1.389963,68.86578,221.3979,251.8779,30.47992,67.49521,190,0.00048,80,0.182918,2.590136,11.40526,3.377227,1.933389,2.41627,2.362973,2.989883,1.732329,0.040247,3.048048,2.379361,2.017675,4.348597,5.576209,-0.466905,1.715759,20.96341,-2.922708,2.623317,2.887104,13.91511,3.734215,2.514946,21.27671,12.71248,3.581657,-2.059693,3.796215,217,0.000025,0.033489,0.000013,0.030267,0.001924,-0.022183,0.018007,0.022302,0.028598,0.017606,0.040776,0.086976,0.016934,0.208548,0.000016,0.000991,0.017135,4.329674,-0.00001,0.018372,-0.011729,0.020042,51,0.004292,0.065519,0.021588,0.049479,21.58639,33.24051,-7.930501,1.001711,48.63,-0.19,2364.65,342.62,2.52,4.64,1.04,1.21,2.15,2.29,1.87,18.6,312.21,2.08,279.89,231.53,240.53,10.73,1.18,2.79,2.69,0.1,8950.65,91.63,0.32,2.19,2.64,271.55,79.49,4.03,2.72,4.78,2.45,2.29,D
0.000014,0.036656,-0.001792,1.38535,0.768134,0.66307,-18.04338,-15.93502,-7.96506,7.969961,-43.49089,-11.99373,14.10716,1.434519,-0.005821,245,-17.55109,-14.07716,537.3856,23.26878,-29.27371,-24.37424,0.064869,2.64969,-0.033607,0.71012,0.201024,0.413815,1.111232,1.489765,0.253989,0.378533,118,1.81119,1.989957,1.977197,2.105994,2.63843,2.517896,2.682768,2.719996,0.01,0.115,0.196667,131,0.367093,0.15202,115.1213,16801.08,1.62217,73.71524,241.2562,304.0866,62.83035,93.56992,32,-0.000078,69,0.084278,2.532937,11.74501,3.429548,1.630768,2.422497,1.965931,2.513247,1.455975,0.022249,2.906751,2.232144,2.305578,3.380237,4.715405,-0.367812,2.58699,17.62687,-2.87078,2.409737,2.815649,13.22535,3.639568,2.02124,16.99981,9.708672,3.125099,-2.139442,4.166967,282,0.000003,0.026242,0.000021,0.025673,0.001156,-0.019572,0.016386,0.017868,0.02844,0.017118,0.039736,0.097894,0.016006,0.207083,0.000003,0.00088,0.011876,5.184661,-0.000002,0.0186,-0.0105,0.021917,151,0.003393,0.058482,0.023774,0.045111,20.3537,34.87333,-4.201108,0.654727,47.41,-0.7,2247.92,322.63,2.55,4.75,1.14,-0.16,2.14,2.16,1.53,16.46,255.6,1.08,289.18,145.5,232.89,10.34,1.08,3.12,2.78,0.1,10006.08,73.19,0.31,1.88,1.74,255.02,1,3.6,2.97,6.15,2.01,2.23,D
